timestamp,keyword,tweet_text,sentiment_label,sentiment_score
2025-08-09 09:36:32+00:00,Mulyono,"@kompascom Wooooyyy...Sri Mulyono @KemenkeuRI tanpa guru loe tuh ga bakal jd org hebat.
Loe msh punya otak n hati kan?!",LABEL_0,0.4982798993587494
2025-08-09 09:35:14+00:00,Mulyono,"@susipudjiastuti MULYONO - MULYADI dua  orang INDONESIA ASLI YG dibenci BBRP WNK IMIGRAN dan pengikutnya yg hidungnya pesek, Aktifitasnya di FRAMING NEGATIF bbrp MEDIA yg baunya MENYENGAT PENDUKUNG WNK IMIGRAN.",LABEL_2,0.9758659601211548
2025-08-09 09:33:41+00:00,Mulyono,@__AnakKolong @KejaksaanRI @KemensetnegRI @ST_Burhanuddin Lhaaa dibekingi Mulyono jadi Arogan.,LABEL_2,0.9936843514442444
2025-08-09 09:33:22+00:00,Mulyono,@SeriDianawati Pengalihan issue sampe segini nya yahbanak buak mulyono ini ahahahaaayyy,LABEL_2,0.991568386554718
2025-08-09 09:33:01+00:00,Mulyono,"@KompasTV APH semua didalam cengkreraman Mulyono. 
Liat aja Silfester Matutina, Ade Armando, Bobby Nasution, Ijazah Palsu Mulyono. 
Semua APH tak ada yg berani bertindak diluar skenario",LABEL_2,0.9027314186096191
2025-08-09 09:32:53+00:00,Mulyono,@Kimberley_PS08 Awas samoean diterkam ternaknya Si Bajingan Tolol Mulyono Mba...🤣🤣🤣,LABEL_2,0.9930891394615173
2025-08-09 09:30:28+00:00,Mulyono,@kompascom Sri Mulyono,LABEL_1,0.9957154393196106
2025-08-09 09:29:57+00:00,Mulyono,@NenkMonica @KejariJaksel @Puspenkum @KejaksaanRI @MahkamahAgung Gw tunggu nyalinya untuk jemput paksa siplester ternak mulyono. Kalau sampai si splester termul di bui maka SiMulyono giginya sudah ompong &amp; tidak punya taji lagi.,LABEL_2,0.9912631511688232
2025-08-09 09:29:01+00:00,Mulyono,"@KompasTV Mimpi .... jangankan Mulyono, periksa mantunya aja ga bakalan berani.",LABEL_2,0.9727312922477722
2025-08-09 09:27:50+00:00,Mulyono,"@DenJkw @Kenikir27 @Kimberley_PS08 @BANGSAygSUJUD @prabowo @jokowi @gustavssondhela @jatmiko99604253 @KhoirilAnwar_ @tonybulumanu @Ndons_Back @are_inismyname @florieliciouss @satriamadang88 @99propaganda PENJILAT OMON-OMON
11 12 dengan 
PENJILAT MULYONO",LABEL_1,0.8408569097518921
2025-08-09 09:26:36+00:00,Mulyono,"@msaid_didu Kompas juga yang dulu ikut andil meng upgrade mulyono dan memuji mujinya setinggi langit hingga rakyat terkecoh lewat pencitraan jokowi melalui media massa termasuk Kompas, Media Indonesia dan Tempo. Seharusnya mereka juga ikut bertanggung jawab atas perbuatannya muji muji mukidi",LABEL_2,0.9617917537689209
2025-08-09 09:25:51+00:00,Mulyono,"@Jateng_Twit Wajahnya mirip2 identik dengan polisi yg memberikan keterangan prihal ijazah si Mulyono tuh,,,, apakah emang wajah2 begitu identik menyimpang kelakuan dan pemikirannya,,,,,,??",LABEL_2,0.9819990396499634
2025-08-09 09:24:57+00:00,Mulyono,"@JihadDrebond @xquitavee Kalo Ijazah palsu tergantung Kapolrinya, kalo udah di ganti sama orang Prabowo, baru dah ketar ketir si Mulyono dan Termul Termulnya.",LABEL_2,0.9955028891563416
2025-08-09 09:24:20+00:00,Mulyono,@exennt sri mulyono 😸,LABEL_1,0.9907349348068237
2025-08-09 09:20:14+00:00,Mulyono,@unmagnetism Itu orang Malaysia apa orang dari solo bjir? Mirip Mulyono 😭,LABEL_2,0.7392873167991638
2025-08-09 09:19:56+00:00,Mulyono,Gampang diajak kongkalikong nya sama mulutnya harus kek setan dulu baru masuk sirkelnya mulyono,LABEL_0,0.9105038642883301
2025-08-09 09:19:09+00:00,Mulyono,"@grok Untuk saat sekarang ganti Kapolri warisan si Mulyono, menurut u pegimane setuju?",LABEL_2,0.9921425580978394
2025-08-09 09:19:03+00:00,Mulyono,"Sekarang w gak bingung lagi, dari bu susi gak dipilih di periode kedua sampe pak anies bisa dicopot jadi mentri, kok bisa si mulyani lanjut, ternyata oh ternyata emang kelakuannya cocok sama mulyono and friends aka bahlil erick zulhas dll https://t.co/jTcLDHP50Z",LABEL_0,0.5974938273429871
2025-08-09 09:18:12+00:00,Mulyono,@ARSIPAJA Sampaikan juga kepada anak mulyono.,LABEL_1,0.9968488812446594
2025-08-09 09:16:48+00:00,Mulyono,@Mdy_Asmara1701 Penjilat di jadiin menteri... Wowo goblok itu kacung Mulyono https://t.co/gHbe2o3Ham,LABEL_2,0.9852050542831421
2025-08-09 09:16:03+00:00,Mulyono,@detikcom 2 periode dikadalin mulyono sekarang dibohongi labubu,LABEL_2,0.9244268536567688
2025-08-09 09:12:23+00:00,Mulyono,"Ulil Abshar Abdalla - pengguna akun @ulil • elite PBNU, pernah memopulerkan ""tjap"" ""Wahabi Lingkungan"" terhadap mereka yg aktif melakukan riset kerusakan hutan oleh deforestasi dan PSN.

Kali ini, saya memberi tjap kepada salah satu Menteri ""Agama"" era Mulyono ini sebagai; https://t.co/mPTTwN6RVv",LABEL_1,0.9394044876098633
2025-08-09 09:11:43+00:00,Mulyono,"Sesditjen PSP, Mulyono, memantau Program Cetak Sawah Rakyat Kalsel seluas 30.000 ha. Petani juga mendapat bantuan saprodi. Tanah Bumbu jadi penerima terluas 2.298 ha. Langkah besar menuju pertanian subur, berdaya saing, dan menyejahterakan. #PSPKementan #CetakSawah #Kementan https://t.co/MjkExJX19a",LABEL_1,0.940985918045044
2025-08-09 09:11:27+00:00,Mulyono,"@kegblgnunfaedh Yg komen ngehujat jaksa emg asli ga tau hukum atau buzzer nikita sih? Heran org kaya gitu aja dibela. Fans nya udh kaya ternak mulyono sm oke gas. Jaksa emg harus berpihak pada korban, g blh netral. Kan nanti gantian si niki pny PH yg belain dia. Si niki itu udh contempt of court",LABEL_2,0.9941026568412781
2025-08-09 09:10:52+00:00,Mulyono,"@SianiparRismon Sebenar itu hal kecil utk diselediki bareskrim utk jdkan mulyono tsk penipuam. Tp krn hidung Kapolri /aparat msh di tgn solo ...rakyat dibuat seakan buta,tolol &amp; bego semua....pdhl mrk &amp; termul sdg mjd badut2 tontonan rakyat atas kebodohan&amp; hinanya dirinya mrk",LABEL_2,0.9972144961357117
2025-08-09 09:10:09+00:00,Mulyono,"dapat pasien atas nama ""mulyono"". tiap nyebut selalu diselingi kegelian. maaf pakk 🙏🙏😭",LABEL_1,0.5842047929763794
2025-08-09 09:09:40+00:00,Mulyono,@MarahIchsan Pejabat sejak dijaman mulyono kagak ada yg bener,LABEL_2,0.9974445104598999
2025-08-09 09:07:16+00:00,Mulyono,"@gunsnrosesgirl3 anjaay, mulyono gemukan skr",LABEL_2,0.9889109134674072
2025-08-09 09:05:36+00:00,Mulyono,"@narkosun Ini jg akibat dr ulah lu dukung mulyono 10 tahun terakhir..

Dah jelas orang ga beres sejak awal..

Sakit!!!",LABEL_2,0.9978083968162537
2025-08-09 09:05:25+00:00,Mulyono,@DoankWarto Takut sama mulyono,LABEL_2,0.973261296749115
2025-08-09 09:03:07+00:00,Mulyono,"@Nicho_Silalahi @prabowo Jgn heran Fufufafa saja diprediksi dia jadi Wapres konoha pdhl keras bgt pnghinaannya tapi aman2 saja.
Hidup mulyono.😄",LABEL_2,0.8007468581199646
2025-08-09 08:58:41+00:00,Mulyono,@Malika6027 Termul para suneo  mulyono ini otaknya kebolak balik,LABEL_2,0.9843378663063049
2025-08-09 08:55:18+00:00,Mulyono,ngetawain jokes el 10 menit yang “takut lg sholat tbtb keinget lagu mulyono raja tipu tipu” 😭,LABEL_2,0.7098443508148193
2025-08-09 08:55:17+00:00,Mulyono,"@04_zainal @jokowi Ijasah ya asli tuh, gak kaya mulyono..",LABEL_1,0.9514184594154358
2025-08-09 08:55:08+00:00,Mulyono,@susipudjiastuti Jika mau negara ini aman tenggelamkan Mulyono beserta para sekutu dan para ternaknya Bu Susi,LABEL_2,0.7596122622489929
2025-08-09 08:54:46+00:00,Mulyono,@WagimanDeep212_ Ternaknya mulyono https://t.co/HN3gA7c2Fw,LABEL_1,0.9875243902206421
2025-08-09 08:52:31+00:00,Mulyono,"@RickyKardjono Ciri ciri bupati ternak mulyono,,
Dipilih sama warganya ,,
Giliran sdh jadi malah mau peras warga nya,,
Semprulllllll.....",LABEL_2,0.9888823628425598
2025-08-09 08:50:38+00:00,Mulyono,"Orang jujur dan berkomitmen sekelas Pak @sudirmansaid saja disingkirkan oleh Adipati Mulyono..
https://t.co/4AY7ZkDL5R",LABEL_1,0.573276698589325
2025-08-09 08:49:35+00:00,Mulyono,"@persebayaupdate Balik nang aji santoso ae... golek pemain asing ga kudu akeh2,tp pakem, mburi setara alm.bejo,tengah setara carlos de melo,ngarep minimal mulyono cepu...",LABEL_2,0.9354199171066284
2025-08-09 08:49:27+00:00,Mulyono,"@liputan6dotcom Begitu mudah bagi pakpol membuktikan izazah palsu🙂🙏, cuma pembuktian izazah Mulyono yg sulit Dan berteletele😀👍",LABEL_1,0.6720589995384216
2025-08-09 08:48:23+00:00,Mulyono,@Mdy_Asmara1701 Ooh ternyata bupati Pati Sadewo ini adalah ternak Mulyono. Pantas bikin gaduh pemerintahan Prabowo di Jawa Tengah lha punya agenda tersendiri. https://t.co/RH0LuDbDBR,LABEL_1,0.6890000700950623
2025-08-09 08:45:48+00:00,Mulyono,@UmarHasibuan__ Mulyono uangnya tak berseri mana berani @KejaksaanRI,LABEL_2,0.9820564985275269
2025-08-09 08:45:14+00:00,Mulyono,"@MasBRO_back Ternak Mulyono memang lahir dr BOTOL 
.. Krn nggak ada otak semuanya 😂😂😂",LABEL_1,0.5726266503334045
2025-08-09 08:43:49+00:00,Mulyono,"@awesomeposted Sri mulyono, menkeu terbaik se jagad",LABEL_0,0.6581299901008606
2025-08-09 08:41:35+00:00,Mulyono,"@Dennysiregar7 Kapokmu kapan ?
Tak ada istilah kapok di kamusnya mulyono.",LABEL_2,0.9335653185844421
2025-08-09 08:35:51+00:00,Mulyono,@Sky_Buz5 @ke_gemini22020 @tempodotco Eh ada Ternak Mulyono si paling pintar,LABEL_1,0.8301418423652649
2025-08-09 08:29:32+00:00,Mulyono,@BuingK69500 @bangherwin Ternakan mulyono masih sakit hati 🤣,LABEL_2,0.833881139755249
2025-08-09 08:29:21+00:00,Mulyono,"@Boediantar4 Biasa gaya mulyono.. Awal dibuat bahagia, berakhir bencana",LABEL_2,0.9749838709831238
2025-08-09 08:28:14+00:00,Mulyono,Mulyono orang Inca 🤪 https://t.co/ZVoUY82OEg,LABEL_1,0.9650236368179321
2025-08-09 08:27:33+00:00,Mulyono,"@Mdy_Asmara1701 regim Mulyono masih menyisakan banyak orang-orang dongok tapi rakus, anehnya regim Wowo setia melanjutkan. Nasiib basib.",LABEL_2,0.5924669504165649
